instance_id_1;instance_id_2;distance;time
Mallows_md_0.2(00, 50)_3;Mallows_md_0.2_3;574.0;0.00510406494140625
Mallows_md_0.2(00, 50)_3;Mallows_md_0.2_4;600.0;0.011816263198852539
Mallows_md_0.2(00, 50)_3;Mallows_md_0.4_0;594.0;0.02021503448486328
Mallows_md_0.2(00, 50)_3;Mallows_md_0.4_1;596.0;0.00848388671875
Mallows_md_0.2(00, 50)_3;Mallows_md_0.4_2;602.0;0.022198915481567383
Mallows_md_0.2(00, 50)_3;Mallows_md_0.4_3;606.0;0.020275354385375977
Mallows_md_0.2(00, 50)_3;Mallows_md_0.4_4;638.0;0.016225576400756836
Mallows_md_0.2(00, 50)_3;Mallows_md_0.6_0;656.0;0.026065587997436523
Mallows_md_0.2(00, 50)_3;Mallows_md_0.6_1;662.0;0.02510380744934082
Mallows_md_0.2(00, 50)_3;Mallows_md_0.6_2;666.0;0.003435373306274414
Mallows_md_0.2(00, 50)_3;Mallows_md_0.6_3;632.0;0.01385641098022461
Mallows_md_0.2(00, 50)_3;Mallows_md_0.6_4;644.0;0.015271186828613281
Mallows_md_0.2(00, 50)_4;Mallows_md_0.2(25, 00)_0;1002.0;0.006829977035522461
Mallows_md_0.2(00, 50)_4;Mallows_md_0.2(25, 00)_1;941.0;0.016167879104614258
Mallows_md_0.2(00, 50)_4;Mallows_md_0.2(25, 00)_2;916.0;0.021994352340698242
Mallows_md_0.2(00, 50)_4;Mallows_md_0.2(25, 00)_3;967.0;0.028483152389526367
Mallows_md_0.2(00, 50)_4;Mallows_md_0.2(25, 00)_4;946.0;0.006751298904418945
Mallows_md_0.2(00, 50)_4;Mallows_md_0.2(50, 00)_0;1488.0;0.027830123901367188
Mallows_md_0.2(00, 50)_4;Mallows_md_0.2(50, 00)_1;1444.0;0.003722667694091797
Mallows_md_0.2(00, 50)_4;Mallows_md_0.2(50, 00)_2;1504.0;0.0033016204833984375
Mallows_md_0.2(00, 50)_4;Mallows_md_0.2(50, 00)_3;1508.0;0.0027742385864257812
Mallows_md_0.2(00, 50)_4;Mallows_md_0.2(50, 00)_4;1495.0;0.022961139678955078
Mallows_md_0.2(00, 50)_4;Mallows_md_0.4(00, 25)_0;359.0;0.005905866622924805
Mallows_md_0.2(00, 50)_4;Mallows_md_0.4(00, 25)_1;354.0;0.003338336944580078
Mallows_md_0.2(00, 50)_4;Mallows_md_0.4(00, 25)_2;382.0;0.021631717681884766
Mallows_md_0.2(00, 50)_4;Mallows_md_0.4(00, 25)_3;414.0;0.00890660285949707
Mallows_md_0.2(00, 50)_4;Mallows_md_0.4(00, 25)_4;384.0;0.013956308364868164
Mallows_md_0.2(00, 50)_4;Mallows_md_0.4(00, 50)_0;254.0;0.020093202590942383
Mallows_md_0.2(00, 50)_4;Mallows_md_0.4(00, 50)_1;238.0;0.028464317321777344
Mallows_md_0.2(00, 50)_4;Mallows_md_0.4(00, 50)_2;260.0;0.041100263595581055
Mallows_md_0.2(00, 50)_4;Mallows_md_0.4(00, 50)_3;286.0;0.017981290817260742
Mallows_md_0.2(00, 50)_4;Mallows_md_0.4(00, 50)_4;259.0;0.03139019012451172
Mallows_md_0.2(00, 50)_4;Mallows_md_0.4(25, 00)_0;1035.0;0.02422475814819336
Mallows_md_0.2(00, 50)_4;Mallows_md_0.4(25, 00)_1;966.0;0.02936697006225586
Mallows_md_0.2(00, 50)_4;Mallows_md_0.4(25, 00)_2;986.0;0.007553815841674805
Mallows_md_0.2(00, 50)_4;Mallows_md_0.4(25, 00)_3;982.0;0.00897836685180664
Mallows_md_0.2(00, 50)_4;Mallows_md_0.4(25, 00)_4;971.0;0.015453815460205078
Mallows_md_0.2(00, 50)_4;Mallows_md_0.4(50, 00)_0;1491.0;0.014033794403076172
Mallows_md_0.2(00, 50)_4;Mallows_md_0.4(50, 00)_1;1533.0;0.01747298240661621
Mallows_md_0.2(00, 50)_4;Mallows_md_0.4(50, 00)_2;1482.0;0.0077190399169921875
