instance_id_1;instance_id_2;distance;time
Expectation_0.2(50, 00)_4;Euclidean(25, 00)_1;567.0;0.006538867950439453
Expectation_0.2(50, 00)_4;Euclidean(25, 00)_2;603.0;0.005197048187255859
Expectation_0.2(50, 00)_4;Euclidean(25, 00)_3;626.0;0.008498668670654297
Expectation_0.2(50, 00)_4;Euclidean(25, 00)_4;584.0;0.00518488883972168
Expectation_0.2(50, 00)_4;Euclidean(50, 00)_0;232.0;0.007021188735961914
Expectation_0.2(50, 00)_4;Euclidean(50, 00)_1;232.0;0.003699779510498047
Expectation_0.2(50, 00)_4;Euclidean(50, 00)_2;284.0;0.010066747665405273
Expectation_0.2(50, 00)_4;Euclidean(50, 00)_3;221.0;0.00619053840637207
Expectation_0.2(50, 00)_4;Euclidean(50, 00)_4;245.0;0.005177021026611328
Expectation_0.2(50, 00)_4;Euclidean(75, 00)_0;317.0;0.00854802131652832
Expectation_0.2(50, 00)_4;Euclidean(75, 00)_1;327.0;0.006804943084716797
Expectation_0.2(50, 00)_4;Euclidean(75, 00)_2;311.0;0.006949901580810547
Expectation_0.2(50, 00)_4;Euclidean(75, 00)_3;309.0;0.0045511722564697266
Expectation_0.2(50, 00)_4;Euclidean(75, 00)_4;323.0;0.004316568374633789
Expectation_0.2(50, 00)_4;Euclidean(25, 25)_0;739.0;0.003222942352294922
Expectation_0.2(50, 00)_4;Euclidean(25, 25)_1;645.0;0.00468897819519043
Expectation_0.2(50, 00)_4;Euclidean(25, 25)_2;652.0;0.021877527236938477
Expectation_0.2(50, 00)_4;Euclidean(25, 25)_3;651.0;0.0036275386810302734
Expectation_0.2(50, 00)_4;Euclidean(25, 25)_4;702.0;0.016538619995117188
Expectation_0.2(50, 00)_4;Euclidean(50, 50)_0;264.0;0.005445003509521484
Expectation_0.2(50, 00)_4;Euclidean(50, 50)_1;268.0;0.005361318588256836
Expectation_0.2(50, 00)_4;Euclidean(50, 50)_2;296.0;0.010367870330810547
Expectation_0.2(50, 00)_4;Euclidean(50, 50)_3;297.0;0.008617877960205078
Expectation_0.2(50, 00)_4;Euclidean(50, 50)_4;274.0;0.007761240005493164
Expectation_0.2(50, 00)_4;Euclidean(75, 75)_0;355.0;0.016767024993896484
Expectation_0.2(50, 00)_4;Euclidean(75, 75)_1;339.0;0.015195608139038086
Expectation_0.2(50, 00)_4;Euclidean(75, 75)_2;299.0;0.01983809471130371
Expectation_0.2(50, 00)_4;Euclidean(75, 75)_3;351.0;0.011666536331176758
Expectation_0.2(50, 00)_4;Euclidean(75, 75)_4;351.0;0.011553287506103516
Expectation_0.2(50, 00)_4;Mallows_md_0.2(00, 25)_0;1362.0;0.017014503479003906
